DIAGNOSIS CODE,LONG DESCRIPTION,SHORT DESCRIPTION,GROUP_L1_NAME,GROUP_L2_NAME,GROUP_L3_NAME,GROUP_L3_CODE
76503,"Extreme immaturity, 750-999 grams",Extreme immatur 750-999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76504,"Extreme immaturity, 1,000-1,249 grams",Extreme immat 1000-1249g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76505,"Extreme immaturity, 1,250-1,499 grams",Extreme immat 1250-1499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76506,"Extreme immaturity, 1,500-1,749 grams",Extreme immat 1500-1749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76507,"Extreme immaturity, 1,750-1,999 grams",Extreme immat 1750-1999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76508,"Extreme immaturity, 2,000-2,499 grams",Extreme immat 2000-2499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76509,"Extreme immaturity, 2,500 grams and over",Extreme immat 2500+g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76510,"Other preterm infants, unspecified [weight]",Preterm infant NEC wtNOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76511,"Other preterm infants, less than 500 grams",Preterm NEC <500g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76512,"Other preterm infants, 500-749 grams",Preterm NEC 500-749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76513,"Other preterm infants, 750-999 grams",Preterm NEC 750-999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76514,"Other preterm infants, 1,000-1,249 grams",Preterm NEC 1000-1249g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76515,"Other preterm infants, 1,250-1,499 grams",Preterm NEC 1250-1499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76516,"Other preterm infants, 1,500-1,749 grams",Preterm NEC 1500-1749g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76517,"Other preterm infants, 1,750-1,999 grams",Preterm NEC 1750-1999g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76518,"Other preterm infants, 2,000-2,499 grams",Preterm NEC 2000-2499g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76519,"Other preterm infants, 2,500 grams and over",Preterm NEC 2500+g,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76520,Unspecified weeks of gestation,Weeks of gestation NOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76521,Less than 24 completed weeks of gestation,<24 comp wks gestation,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76522,24 completed weeks of gestation,24 comp weeks gestation,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76523,25-26 completed weeks of gestation,25-26 comp wks gestation,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76524,27-28 completed weeks of gestation,27-28 comp wks gestation,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76525,29-30 completed weeks of gestation,29-30 comp wks gestation,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76526,31-32 completed weeks of gestation,31-32 comp wks gestation,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76527,33-34 completed weeks of gestation,33-34 comp wks gestation,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76528,35-36 completed weeks of gestation,35-36 comp wks gestation,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
76529,37 or more completed weeks of gestation,37+ comp wks gestation,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to short gestation and low birthweight,765
7660,Exceptionally large baby,Exceptionally large baby,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to long gestation and high birthweight,766
7661,"Other ""heavy-for-dates"" infants",Heavy-for-date infan NEC,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to long gestation and high birthweight,766
76621,Post-term infant,Post-term infant,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to long gestation and high birthweight,766
76622,Prolonged gestation of infant,Prolong gestation-infant,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Disorders relating to long gestation and high birthweight,766
7670,Subdural and cerebral hemorrhage,Cerebral hem at birth,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
76711,Epicranial subaponeurotic hemorrhage (massive),Epicranial subapo hemorr,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
76719,Other injuries to scalp,Injuries to scalp NEC,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
7672,Fracture of clavicle due to birth trauma,Clavicle fx at birth,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
7673,Other injuries to skeleton due to birth trauma,Bone injury NEC at birth,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
7674,Injury to spine and spinal cord due to birth trauma,Spinal cord inj at birth,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
7675,Facial nerve injury due to birth trauma,Facial nerve inj-birth,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
7676,Injury to brachial plexus due to birth trauma,Brach plexus inj-birth,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
7677,Other cranial and peripheral nerve injuries due to birth trauma,Nerve inj NEC at birth,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
7678,Other specified birth trauma,Birth trauma NEC,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
7679,"Birth trauma, unspecified",Birth trauma NOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Birth trauma,767
7680,Fetal death from asphyxia or anoxia before onset of labor or at unspecified time,Fetal death-anoxia NOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine hypoxia and birth asphyxia,768
7681,Fetal death from asphyxia or anoxia during labor,Fet death-anoxia dur lab,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine hypoxia and birth asphyxia,768
7682,"Fetal distress before onset of labor, in liveborn infant",Fet distress befor labor,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine hypoxia and birth asphyxia,768
7683,"Fetal distress first noted during labor and delivery, in liveborn infant",Fetal distrs dur lab/del,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine hypoxia and birth asphyxia,768
7684,"Fetal distress, unspecified as to time of onset, in liveborn infant",Fetal distress NOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine hypoxia and birth asphyxia,768
7685,Severe birth asphyxia,Severe birth asphyxia,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine hypoxia and birth asphyxia,768
7686,Mild or moderate birth asphyxia,Mild/mod birth asphyxia,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine hypoxia and birth asphyxia,768
76870,"Hypoxic-ischemic encephalopathy, unspecified",Hypoxc-ischem enceph NOS,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine hypoxia and birth asphyxia,768
76871,Mild hypoxic-ischemic encephalopathy,Mild hypox-ischem enceph,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine hypoxia and birth asphyxia,768
76872,Moderate hypoxic-ischemic encephalopathy,Mod hypox-ischem enceph,Certain Conditions Originating In The Perinatal Period,Other Conditions Originating In The Perinatal Period,Intrauterine hypoxia and birth asphyxia,768
